experiment_id,session_id,scenario,model,epochs,batch_size,lr_stage1,lr_stage2,patience,seed,val_dataset,ham_accuracy,ham_weighted_f1,ham_macro_f1,ham_mel_recall,ham_mel_auc_roc,ham_macro_auc_roc,ham_harmonized_5class_acc,ham_bcc_recall,accuracy,pad_accuracy,weighted_avg_f1,macro_avg_f1,mel_recall,mel_auc_roc,pad_mel_auc_roc,macro_auc_roc,pad_macro_auc_roc,harmonized_5class_acc,bcc_recall,domain_gap,stage1_ham_acc,stage1_pad_acc,duration_min,completed_at,status
medium_v2_ep30_bs32_lr2_0.0001_pat5_seed42,04_09_2026,medium,v2,30,32,0.001,0.0001,5,42,dual (HAM10000 + PAD-UFES-20),0.808,0.8055,0.6694,0.4633,0.8598,0.9473,0.814,0.74,0.2411,0.2411,0.2288,0.0,0.0,0.7311,0.7311,0.0,0.6878,0.2411,0.0,0.5669,0.0,0.0,8.98,2026-09-05 01:26:04,SUCCESS
medium_v1_ep30_bs32_lr2_0.0001_pat5_seed42,04_09_2026,medium,v1,30,32,0.001,0.0001,5,42,dual (HAM10000 + PAD-UFES-20),0.7935,0.7899,0.6221,0.4037,0.8639,0.9392,0.7995,0.72,0.2232,0.2232,0.2209,0.0,0.0,0.7152,0.7152,0.0,0.6744,0.2232,0.0,0.5702,0.0,0.0,4.71,2026-09-05 01:16:44,SUCCESS
medium_v3_ep30_bs32_lr2_0.0001_pat5_seed42,04_09_2026,medium,v3,30,32,0.001,0.0001,5,42,dual (HAM10000 + PAD-UFES-20),0.7935,0.7941,0.636,0.5505,0.8715,0.9486,0.8021,0.67,0.255,0.255,0.2265,0.0,0.0,0.7519,0.7519,0.0,0.709,0.255,0.0,0.5385,0.0,0.0,9.91,2026-09-05 01:36:20,SUCCESS
medium_v4_ep30_bs32_lr2_5e-05_pat5_seed42,04_09_2026,medium,v4,30,32,0.001,5e-05,5,42,dual (HAM10000 + PAD-UFES-20),0.7754,0.779,0.5945,0.578,0.8693,0.9464,0.7829,0.59,0.1954,0.1954,0.1717,0.0,0.0,0.691,0.691,0.0,0.668,0.1954,0.0,0.5801,0.0,0.0,6.12,2026-09-05 01:42:43,SUCCESS
medium_v5_ep30_bs32_lr2_2e-05_pat5_seed42,04_09_2026,medium,v5,30,32,0.0005,2e-05,5,42,dual (HAM10000 + PAD-UFES-20),0.7203,0.7414,0.617,0.8853,0.9175,0.9537,0.722,0.38,0.1584,0.1584,0.1194,0.0,0.0,0.8229,0.8229,0.0,0.7048,0.1584,0.0,0.5619,0.0,0.0,109.38,2026-09-05 03:36:14,SUCCESS
