experiment_id,session_id,scenario,model,epochs,batch_size,lr_stage1,lr_stage2,patience,seed,val_dataset,ham_accuracy,ham_weighted_f1,ham_macro_f1,ham_mel_recall,ham_mel_auc_roc,ham_macro_auc_roc,ham_harmonized_5class_acc,ham_bcc_recall,accuracy,pad_accuracy,weighted_avg_f1,macro_avg_f1,mel_recall,mel_auc_roc,pad_mel_auc_roc,macro_auc_roc,pad_macro_auc_roc,harmonized_5class_acc,bcc_recall,domain_gap,stage1_ham_acc,stage1_pad_acc,duration_min,completed_at,status
standard_v2_ep20_bs32_lr2_0.0001_pat4_seed42,04_09_2026,standard,v2,20,32,0.001,0.0001,4,42,dual (HAM10000 + PAD-UFES-20),0.813,0.8105,0.6743,0.5138,0.8679,0.9486,0.8186,0.69,0.2211,0.2211,0.1947,0.0,0.0,0.7423,0.7423,0.0,0.6869,0.2211,0.0,0.592,0.0,0.0,7.31,2026-09-04 20:37:20,SUCCESS
standard_v1_ep20_bs32_lr2_0.0001_pat4_seed42,04_09_2026,standard,v1,20,32,0.001,0.0001,4,42,dual (HAM10000 + PAD-UFES-20),0.7935,0.7899,0.6221,0.4037,0.8639,0.9392,0.7995,0.72,0.2232,0.2232,0.2209,0.0,0.0,0.7152,0.7152,0.0,0.6744,0.2232,0.0,0.5702,0.0,0.0,4.46,2026-09-04 20:29:49,SUCCESS
standard_v3_ep20_bs32_lr2_0.0001_pat4_seed42,04_09_2026,standard,v3,20,32,0.001,0.0001,4,42,dual (HAM10000 + PAD-UFES-20),0.7935,0.7941,0.636,0.5505,0.8715,0.9486,0.8021,0.67,0.255,0.255,0.2265,0.0,0.0,0.7519,0.7519,0.0,0.709,0.255,0.0,0.5385,0.0,0.0,8.64,2026-09-04 20:46:14,SUCCESS
standard_v5_ep20_bs32_lr2_2e-05_pat4_seed42,04_09_2026,standard,v5,20,32,0.0005,2e-05,4,42,dual (HAM10000 + PAD-UFES-20),0.7764,0.7819,0.6557,0.7569,0.8927,0.9506,0.7767,0.62,0.2341,0.2341,0.2083,0.0,0.0,0.8467,0.8467,0.0,0.7331,0.2341,0.0,0.5423,0.0,0.0,125.33,2026-09-05 01:11:50,SUCCESS
standard_v4_ep20_bs32_lr2_5e-05_pat4_seed42,04_09_2026,standard,v4,20,32,0.001,5e-05,4,42,dual (HAM10000 + PAD-UFES-20),0.7754,0.779,0.5945,0.578,0.8693,0.9464,0.7829,0.59,0.1954,0.1954,0.1717,0.0,0.0,0.691,0.691,0.0,0.668,0.1954,0.0,0.5801,0.0,0.0,6.03,2026-09-04 20:52:26,SUCCESS
