experiment_id,session_id,scenario,model,epochs,batch_size,lr_stage1,lr_stage2,patience,seed,loss,temperature,selected_logit_adjust,val_dataset,ham_accuracy,ham_weighted_f1,ham_macro_f1,ham_mel_recall,ham_mel_auc_roc,ham_macro_auc_roc,ham_harmonized_5class_acc,ham_bcc_recall,accuracy,pad_accuracy,weighted_avg_f1,macro_avg_f1,mel_recall,mel_auc_roc,pad_mel_auc_roc,macro_auc_roc,pad_macro_auc_roc,harmonized_5class_acc,restricted_5class_acc,bcc_recall,domain_gap,stage1_ham_acc,duration_min,completed_at,status
ablation_no_mixup_v3_ep30_bs32_lr2_0.0001_pat5_seed42,05_09_2026_run2,ablation_no_mixup,v3,30,32,0.001,0.0001,5,42,focal,0.9088058927355259,0.8,dual (HAM10000 + PAD-UFES-20),0.7514,0.7645,0.62,0.5138,0.8494,0.9439,0.7535,0.72,0.2668,0.2668,0.2699,0.1653,0.2692,0.6971,0.6971,0.6845,0.6845,0.2668,0.2876,0.3964,0.4846,0.5635,6.96,2026-09-06 03:35:19,SUCCESS
