experiment_id,session_id,scenario,model,epochs,batch_size,lr_stage1,lr_stage2,patience,seed,loss,temperature,selected_logit_adjust,val_dataset,ham_accuracy,ham_weighted_f1,ham_macro_f1,ham_mel_recall,ham_mel_auc_roc,ham_macro_auc_roc,ham_harmonized_5class_acc,ham_bcc_recall,accuracy,pad_accuracy,weighted_avg_f1,macro_avg_f1,mel_recall,mel_auc_roc,pad_mel_auc_roc,macro_auc_roc,pad_macro_auc_roc,harmonized_5class_acc,restricted_5class_acc,bcc_recall,domain_gap,stage1_ham_acc,duration_min,completed_at,status
ablation_no_focal_v3_ep30_bs32_lr2_0.0001_pat5_seed42,05_09_2026_run2,ablation_no_focal,v3,30,32,0.001,0.0001,5,42,ce,1.1198313742190396,0.6,dual (HAM10000 + PAD-UFES-20),0.807,0.7995,0.6578,0.4587,0.8711,0.9502,0.8129,0.63,0.2463,0.2463,0.2372,0.144,0.1538,0.7145,0.7145,0.6914,0.6914,0.2463,0.2594,0.2947,0.5607,0.5575,8.79,2026-09-06 03:28:21,SUCCESS
