experiment_id,session_id,scenario,model,epochs,batch_size,lr_stage1,lr_stage2,patience,seed,loss,temperature,selected_logit_adjust,val_dataset,ham_accuracy,ham_weighted_f1,ham_macro_f1,ham_mel_recall,ham_mel_auc_roc,ham_macro_auc_roc,ham_harmonized_5class_acc,ham_bcc_recall,accuracy,pad_accuracy,weighted_avg_f1,macro_avg_f1,mel_recall,mel_auc_roc,pad_mel_auc_roc,macro_auc_roc,pad_macro_auc_roc,harmonized_5class_acc,restricted_5class_acc,bcc_recall,domain_gap,stage1_ham_acc,duration_min,completed_at,status
ablation_no_sampler_v3_ep30_bs32_lr2_0.0001_pat5_seed42,05_09_2026_run2,ablation_no_sampler,v3,30,32,0.001,0.0001,5,42,focal,0.70434182849792,0.0,dual (HAM10000 + PAD-UFES-20),0.6977,0.725,0.5814,0.5688,0.8156,0.9289,0.6956,0.61,0.2141,0.2141,0.2243,0.1478,0.1154,0.6317,0.6317,0.6521,0.6521,0.2141,0.2581,0.2142,0.4836,0.2808,8.89,2026-09-06 03:19:33,SUCCESS
